游戏名称,上架平台,游戏类型,上架时间,开发者,备注,访问链接
暴走停车场,手机(平板可下载),休闲益智,2025/08/23,深圳任何网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wshr.bztcchm.huawei&channelId=SHARE
狂野原始人,手机和平板,休闲益智,2025/08/23,深圳沄晗网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yh.ppsgj.hmservice&channelId=SHARE
宝宝安静书屋,手机(平板可下载),休闲益智,2025/08/23,深圳市森灵游科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sly.bbajshap.huawei&channelId=SHARE
超级闯关大师,手机和平板,休闲益智,2025/08/23,深圳市森灵游科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sly.cjcgdshap.huawei&channelId=SHARE
方舟吞噬大乱斗,手机(平板可下载),休闲益智,2025/08/23,深圳市智腾丰耀科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.fztsdld.hm.huawei&channelId=SHARE
樱校彩虹跑酷,手机和平板,休闲益智,2025/08/23,天津市快乐游科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yxchpkhap.huawei&channelId=SHARE
经典连连看消除,手机(平板可下载),休闲益智,2025/08/23,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hyy.llkxc.hap.huawei&channelId=SHARE
指尖消消消,手机(平板可下载),休闲益智,2025/08/23,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hyy.zjqxx.hap.huawei&channelId=SHARE
解压螺丝齿轮,手机(平板可下载),休闲益智,2025/08/23,深圳市深空空网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.skk.jylscl.huawei&channelId=SHARE
敞篷车竞技赛,手机(平板可下载),体育竞速,2025/08/23,南京米豆游信息科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.midouyou.cpcjjs.huawei&channelId=SHARE
超级精灵,手机(平板可下载),休闲益智,2025/08/23,深圳乐玩互动信息技术有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sga.cjjlhm.huawei&channelId=SHARE
疯狂水果切,手机(平板可下载),休闲益智,2025/08/23,长沙齐游网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.qy.fksgq.hap.huawei&channelId=SHARE
解压小天才,手机(平板可下载),休闲益智,2025/08/23,长沙齐游网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.qy.jyxtc.hap.huawei&channelId=SHARE
完整数独,手机(平板可下载),休闲益智,2025/08/23,南京兄游信息科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.wzsdd.hap.huawei&channelId=SHARE
就差一丢丢,手机(平板可下载),休闲益智,2025/08/23,南京兄游信息科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.jcydd.hap.huawei&channelId=SHARE
星舰纪元,手机、平板和电脑,经营策略,2025/08/23,成都爱迪科信科技有限公司,群友 ??????? ?妖1凪清梦ZikY 提供，游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.ideaction.amg3.huawei&channelId=SHARE
异世界巅峰挑战,手机(平板可下载),角色扮演,2025/08/22,天津羽仁科技有限公司,,https://appgallery.huawei.com/app/detail?id=com.tjyr.ysjdftz.hm.huawei&channelId=SHARE
天天爱找茬,手机(平板可下载),休闲益智,2025/08/22,厦门有橘子网络科技有限公司,08/29新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.yldtz.huawei&channelId=SHARE
几何消消乐,手机(平板可下载),休闲益智,2025/08/22,南京爱拉风软件有限公司,08/27新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.jhxxl.hap.huawei&channelId=SHARE
机甲山海经,手机(平板可下载),角色扮演,2025/08/22,合肥微乐信息技术有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wl.jjshj.app.huawei&channelId=SHARE
极地破冰钓鱼人,手机和平板,休闲益智,2025/08/22,厦门很稳网络科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hwwl.jdpbdyr.hm.huawei&channelId=SHARE
坦克出征记,手机(平板可下载),休闲益智,2025/08/22,深圳鸿兴数字网络科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxshuz11.huawei&channelId=SHARE
甜心少女换装日记,手机(平板可下载),休闲益智,2025/08/22,厦门市喵露丽科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.mll.bfsnhm.huawei&channelId=SHARE
守门员挑战赛,手机(平板可下载),体育竞速,2025/08/22,南京兄游信息科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.smytzs.hap.huawei&channelId=SHARE
照顾宠物POU,手机和平板,休闲益智,2025/08/22,厦门市晨曦光年科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmcxgnhm.zgcwPOU.huawei&channelId=SHARE
少年跑酷,手机和平板,休闲益智,2025/08/22,厦门市晨曦光年科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmcxgnhm.snpk.huawei&channelId=SHARE
公主爱整理家务,手机(平板可下载),经营策略,2025/08/22,厦门梅普露网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.maple.gzazljw.huawei&channelId=SHARE
山海经找到身体,手机(平板可下载),休闲益智,2025/08/22,深圳市智腾丰耀科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.shjzdst.hm.huawei&channelId=SHARE
强迫症的修复,手机(平板可下载),休闲益智,2025/08/22,深圳市智腾丰耀科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.qpzdxf.hm.hauwei&channelId=SHARE
欢乐三国杀,手机、平板和电脑,棋牌桌游,2025/08/22,杭州游卡网络技术有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yoka.hlsgs.hm.huawei&channelId=SHARE
单机方块消除游戏,手机(平板可下载),休闲益智,2025/08/22,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hyy.djfk.hap.huawei&channelId=SHARE
解压球球,手机(平板可下载),休闲益智,2025/08/22,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hyy.jyqq.hap.huawei&channelId=SHARE
画世界填色,手机(平板可下载),休闲益智,2025/08/22,深圳市掌上方舟科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.zsfz.hsjts.hm.huawei&channelId=SHARE
勇士闯魔塔,手机(平板可下载),休闲益智,2025/08/22,深圳市深空空网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.skk.yscmt.huawei&channelId=SHARE
花儿缤纷消,手机(平板可下载),休闲益智,2025/08/22,深圳市深空空网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yc.hebfx.skk.huawei&channelId=SHARE
奇怪的小猫,手机(平板可下载),休闲益智,2025/08/22,厦门叶秋原网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.qgxm.huawei&channelId=SHARE
儿童音乐,手机(平板可下载),休闲益智,2025/08/22,厦门叶秋原网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.etyy.huawei&channelId=SHARE
失控的赛车,手机(平板可下载),体育竞速,2025/08/22,南京米豆游信息科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.midouyou.skdsc.huawei&channelId=SHARE
连连冲一冲,手机(平板可下载),休闲益智,2025/08/22,北京陌缘网络科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmoyuan5.huawei&channelId=SHARE
盆满钵满大挑战,手机(平板可下载),休闲益智,2025/08/22,北京陌缘网络科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmoyuan16.huawei&channelId=SHARE
果合大冒险,手机(平板可下载),休闲益智,2025/08/22,北京陌缘网络科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmoyuan7.huawei&channelId=SHARE
咸鱼冲冲冲,手机(平板可下载),休闲益智,2025/08/22,深圳峻冉信息技术有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.xyccchm.huawei&channelId=SHARE
好玩躲猫猫,手机和平板,休闲益智,2025/08/22,天津市快乐游科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tjkly.hwdmmhap.huawei&channelId=SHARE
贴纸豆豆本,手机(平板可下载),休闲益智,2025/08/22,天津市快乐游科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.kly.tzddbhap.huawei&channelId=SHARE
幻影射手,手机和平板,休闲益智,2025/08/22,广州悦道信息科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hm.hyss.huawei&channelId=SHARE
创造方块世界,手机和平板,休闲益智,2025/08/22,广州悦道信息科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hm.czfksj.huawei&channelId=SHARE
飞机泡泡对决,手机(平板可下载),动作射击,2025/08/21,深圳鸿兴数字网络科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxshuz6.huawei&channelId=SHARE
毛球大冒险,手机(平板可下载),休闲益智,2025/08/21,深圳鸿兴数字网络科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxshuz9.huawei&channelId=SHARE
合成巨齿鲨,手机(平板可下载),休闲益智,2025/08/21,深圳鸿兴数字网络科技有限公司,08/26新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmhxshuz13.huawei&channelId=SHARE
异世界大乱斗,手机(平板可下载),休闲益智,2025/08/21,深圳市深空空网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yc.ysjdld.skk.huawei&channelId=SHARE
百变方块单机游戏,手机(平板可下载),休闲益智,2025/08/21,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hyy.bbfk.hap.huawei&channelId=SHARE
收纳消消乐,手机(平板可下载),休闲益智,2025/08/21,株洲花与叶网络科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hhy.snxxl.hap.huawei&channelId=SHARE
机甲乱斗派对,手机(平板可下载),动作射击,2025/08/21,深圳市引力乐园科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ylly.jjldpd.hm.huawei&channelId=SHARE
脑洞大闯关,手机和平板,休闲益智,2025/08/21,深圳市智腾丰耀科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ztfy.nddcg.hm.huawei&channelId=SHARE
恐怖医院,手机和平板,角色扮演,2025/08/21,厦门市晨曦光年科技有限公司,08/25新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmcxgnhm.kbyy.huawei&channelId=SHARE
别过来啊白块,手机(平板可下载),休闲益智,2025/08/21,北京陌缘网络科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmoyuan13.huawei&channelId=SHARE
萌车上路啦,手机(平板可下载),休闲益智,2025/08/21,北京陌缘网络科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hmmoyuan11.huawei&channelId=SHARE
宝宝手工贴纸,手机(平板可下载),休闲益智,2025/08/21,天津市快乐游科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tjkly.bbsgtzhap.huawei&channelId=SHARE
咖啡小姐安静书,手机(平板可下载),休闲益智,2025/08/21,天津市快乐游科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.kly.kfxjajshap.huawei&channelId=SHARE
玩纸高手,手机(平板可下载),休闲益智,2025/08/21,深圳乐玩互动信息技术有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.wzgshm.huawei&channelId=SHARE
公主爱整理,手机(平板可下载),休闲益智,2025/08/21,深圳乐玩互动信息技术有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.gzazlhm.huawei&channelId=SHARE
全民躲猫大作战,手机(平板可下载),休闲益智,2025/08/21,深圳乐玩互动信息技术有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hs.qmdmdzzhm.huawei&channelId=SHARE
无烬战火,手机(平板可下载),动作射击,2025/08/21,深圳市海氪斯科技有限公司,08/22新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hks.wjzh.hm.huawei&channelId=SHARE
猎风传说,手机和平板,角色扮演,2025/08/21,广州乐牛软件科技有限公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.leniu.harmonylfcs&channelId=SHARE
木棍人躲猫猫,手机(平板可下载),休闲益智,2025/08/21,深圳腾逸科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ty.mgrdmm.app.huawei&channelId=SHARE
木棍人上厕所,手机(平板可下载),休闲益智,2025/08/21,深圳腾逸科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ty.mgrscs.app.huawei&channelId=SHARE
地铁尾刺逃生,手机(平板可下载),动作射击,2025/08/21,深圳市指点天下科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.zdtx.dtwcts.app.huawei&channelId=SHARE
猜猜大家是谁,手机(平板可下载),休闲益智,2025/08/21,深圳市掌上方舟科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.zsfz.ccdjss.hm.huawei&channelId=SHARE
公路摩托车大赛,手机(平板可下载),体育竞速,2025/08/21,南京山羊软件技术有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.glmtcds.hap.huawei&channelId=SHARE
漫画学院,手机(平板可下载),休闲益智,2025/08/21,南京兄游信息科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.mhxy.hap.huawei&channelId=SHARE
小小火柴人英雄,手机(平板可下载),休闲益智,2025/08/21,南京兄游信息科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.xxhcryx.huawei&channelId=SHARE
经典水排序,手机(平板可下载),休闲益智,2025/08/21,南京兄游信息科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.bthgame.jdspx.huawei&channelId=SHARE
喵喵地摊,手机(平板可下载),经营策略,2025/08/21,厦门梅普露网络科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.maple.mmdt.huawei&channelId=SHARE
简单画一笔,手机(平板可下载),休闲益智,2025/08/21,厦门梅普露网络科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.maple.jdhyb.huawei&channelId=SHARE
九宫格拼图,手机(平板可下载),休闲益智,2025/08/21,深圳阳阳无限科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.yywx.jggpthap.huawei&channelId=SHARE
倒水解压排序,手机(平板可下载),休闲益智,2025/08/21,长沙齐游网络科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.qy.dsjypx.hap.huawei&channelId=SHARE
全民消星星单机游戏,手机(平板可下载),休闲益智,2025/08/21,长沙齐游网络科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.qy.qmxxx.hap.huawei&channelId=SHARE
陈年烂梗,手机(平板可下载),休闲益智,2025/08/21,厦门有橘子网络科技有限公司,08/21新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio2.cnlg.huawei&channelId=SHARE
